happy,year,age,sex,marital,degree,finrela,health,wtssall
pretty happy,2004,82,female,widowed,lt high school,average,NA,0.4592
NA,2004,52,male,married,high school,NA,fair,1.8368
very happy,2004,43,male,married,junior college,average,excellent,3.6735
not too happy,2004,57,female,married,high school,far below average,poor,0.9184
NA,2004,53,female,married,high school,NA,NA,0.9184
NA,2004,66,female,widowed,high school,NA,NA,0.4592
very happy,2004,31,female,married,lt high school,average,good,0.9184
pretty happy,2004,56,male,married,lt high school,average,good,0.9184
NA,2004,48,female,married,high school,NA,NA,1.3776
NA,2004,55,female,married,high school,NA,NA,0.9184
NA,2004,72,female,widowed,high school,NA,NA,0.9184
NA,2004,21,male,never married,high school,NA,NA,1.8368
very happy,2004,30,female,never married,junior college,below average,good,0.9184
pretty happy,2004,30,female,divorced,bachelor,below average,NA,0.9184
NA,2004,57,female,married,high school,NA,excellent,0.9184
very happy,2004,28,male,married,high school,average,NA,0.9184
very happy,2004,67,female,married,graduate,average,good,0.9184
NA,2004,24,female,married,junior college,NA,NA,0.9184
very happy,2004,48,male,married,high school,above average,good,0.9184
very happy,2004,49,female,married,high school,above average,excellent,0.9184
NA,2004,64,male,married,graduate,NA,NA,0.9184
NA,2004,42,female,married,high school,NA,good,0.9184
pretty happy,2004,37,male,married,high school,average,good,0.9184
NA,2004,36,female,married,high school,NA,NA,0.9184
NA,2004,61,male,divorced,high school,NA,NA,0.4592
pretty happy,2004,27,male,never married,high school,below average,good,0.4592
pretty happy,2004,35,female,married,high school,average,good,0.9184
pretty happy,2004,72,male,divorced,bachelor,average,good,0.9184
pretty happy,2004,40,female,married,bachelor,average,excellent,0.9184
NA,2004,29,male,never married,graduate,NA,NA,0.9184
NA,2004,20,male,never married,high school,NA,excellent,0.9184
NA,2004,30,male,never married,high school,NA,NA,0.4592
pretty happy,2004,NA,female,widowed,lt high school,NA,excellent,0.4592
pretty happy,2004,41,female,divorced,junior college,average,excellent,0.9184
NA,2004,63,female,widowed,high school,NA,fair,0.4592
NA,2004,38,male,married,high school,NA,NA,1.8368
NA,2004,70,male,married,high school,NA,NA,0.9184
NA,2004,75,male,widowed,bachelor,NA,NA,0.9184
not too happy,2004,41,male,never married,graduate,average,good,0.4592
pretty happy,2004,76,male,married,bachelor,average,good,0.9184
NA,2004,47,male,married,junior college,NA,NA,1.3776
NA,2004,44,female,married,high school,NA,NA,1.3776
not too happy,2004,61,male,divorced,high school,average,good,0.4592
NA,2004,58,female,married,high school,NA,excellent,0.9184
NA,2004,32,female,never married,high school,NA,excellent,0.4592
NA,2004,48,male,divorced,graduate,NA,NA,0.4592
NA,2004,26,female,married,high school,NA,NA,0.9184
NA,2004,23,female,separated,lt high school,NA,NA,0.4592
NA,2004,36,male,divorced,high school,NA,fair,0.4592
NA,2004,47,male,divorced,lt high school,NA,good,0.9184
pretty happy,2004,27,female,separated,high school,below average,good,0.9184
very happy,2004,58,male,married,high school,above average,excellent,0.9184
NA,2004,49,male,married,high school,NA,NA,1.3776
NA,2004,23,male,never married,high school,NA,excellent,2.7551
NA,2004,75,female,married,high school,NA,NA,0.9184
very happy,2004,67,male,married,bachelor,above average,NA,0.9184
NA,2004,71,female,married,high school,NA,NA,0.9184
NA,2004,31,male,married,high school,NA,excellent,0.9184
pretty happy,2004,42,female,married,high school,above average,excellent,2.4239
pretty happy,2004,79,female,widowed,bachelor,far above average,NA,0.4592
pretty happy,2004,54,male,married,graduate,above average,good,0.4592
NA,2004,48,male,never married,lt high school,NA,NA,0.4592
NA,2004,40,female,divorced,bachelor,NA,good,0.9184
pretty happy,2004,39,female,married,graduate,average,NA,0.9184
not too happy,2004,NA,male,never married,high school,average,NA,1.8368
very happy,2004,77,female,widowed,graduate,above average,excellent,0.4592
NA,2004,28,male,married,bachelor,NA,NA,0.9184
pretty happy,2004,20,female,never married,junior college,above average,excellent,0.4592
NA,2004,51,female,married,junior college,NA,NA,0.9184
pretty happy,2004,39,female,married,high school,average,NA,0.9184
not too happy,2004,52,female,divorced,high school,above average,fair,0.9184
NA,2004,45,male,married,junior college,NA,NA,0.9184
NA,2004,30,male,married,high school,NA,good,0.9184
pretty happy,2004,51,male,divorced,high school,below average,NA,0.4592
NA,2004,71,female,widowed,high school,NA,excellent,0.4592
NA,2004,44,male,married,graduate,NA,NA,0.9184
pretty happy,2004,23,male,never married,high school,below average,good,1.8368
pretty happy,2004,41,male,divorced,high school,above average,good,0.4592
NA,2004,47,female,divorced,graduate,NA,NA,0.8757
NA,2004,86,female,married,high school,NA,NA,0.9184
NA,2004,25,male,never married,bachelor,NA,NA,0.9184
NA,2004,82,male,widowed,high school,NA,good,0.4592
not too happy,2004,72,male,widowed,junior college,far above average,fair,0.4592
NA,2004,49,male,married,graduate,NA,good,0.9184
very happy,2004,78,female,widowed,high school,above average,excellent,0.4592
very happy,2004,85,female,widowed,high school,below average,NA,0.4592
very happy,2004,82,female,married,high school,below average,fair,0.9184
NA,2004,46,female,never married,junior college,NA,NA,0.4592
pretty happy,2004,20,male,never married,high school,below average,excellent,0.9184
NA,2004,24,male,married,graduate,NA,NA,0.9184
pretty happy,2004,56,female,divorced,high school,below average,excellent,0.9184
NA,2004,58,female,married,graduate,NA,NA,0.9184
pretty happy,2004,48,male,never married,high school,below average,NA,0.4592
very happy,2004,21,female,never married,high school,below average,excellent,0.9184
NA,2004,64,male,married,high school,NA,NA,0.9184
pretty happy,2004,52,male,widowed,high school,average,excellent,0.4592
pretty happy,2004,71,female,married,high school,average,poor,0.9184
pretty happy,2004,50,female,divorced,high school,above average,NA,0.4592
pretty happy,2004,30,female,never married,high school,average,good,1.3776
NA,2004,48,female,divorced,graduate,NA,excellent,0.4592
NA,2004,61,male,divorced,high school,NA,NA,0.4592
very happy,2004,26,female,never married,high school,below average,excellent,0.9184
NA,2004,49,female,divorced,graduate,NA,good,0.4592
NA,2004,89,female,married,bachelor,NA,NA,1.8368
pretty happy,2004,34,male,never married,bachelor,average,NA,0.4592
NA,2004,24,male,never married,bachelor,NA,good,0.4592
very happy,2004,44,female,divorced,high school,average,NA,0.4592
NA,2004,29,female,married,bachelor,NA,NA,0.9184
NA,2004,39,male,married,high school,NA,NA,0.9184
NA,2004,28,female,divorced,junior college,NA,good,0.4592
very happy,2004,47,male,married,graduate,above average,excellent,0.9184
pretty happy,2004,43,female,divorced,bachelor,average,excellent,0.4592
pretty happy,2004,34,female,divorced,bachelor,average,NA,0.4592
very happy,2004,38,female,married,bachelor,average,good,0.9184
pretty happy,2004,31,female,married,high school,average,NA,0.4592
very happy,2004,52,male,divorced,bachelor,above average,excellent,0.9184
not too happy,2004,39,male,divorced,high school,far below average,NA,0.9184
pretty happy,2004,38,male,married,high school,average,fair,0.9184
NA,2004,67,female,divorced,high school,NA,NA,0.4592
pretty happy,2004,47,female,married,junior college,above average,NA,0.9184
pretty happy,2004,56,female,married,graduate,above average,good,0.9184
very happy,2004,63,female,married,high school,average,good,0.9184
NA,2004,39,female,never married,high school,NA,NA,0.9184
NA,2004,43,male,never married,bachelor,NA,NA,0.4592
very happy,2004,63,female,divorced,bachelor,above average,good,0.4592
NA,2004,34,male,never married,high school,NA,NA,0.4592
NA,2004,20,male,never married,high school,NA,NA,1.3776
NA,2004,41,male,married,bachelor,NA,NA,0.4592
not too happy,2004,57,male,divorced,high school,average,good,0.4592
NA,2004,34,male,never married,junior college,NA,excellent,0.4592
pretty happy,2004,20,female,never married,high school,below average,fair,1.3776
NA,2004,46,female,widowed,high school,NA,NA,0.9184
not too happy,2004,44,female,never married,high school,average,good,0.4592
NA,2004,26,female,married,high school,NA,NA,0.9184
NA,2004,75,male,married,graduate,NA,NA,1.8368
pretty happy,2004,40,male,married,lt high school,average,NA,1.8368
pretty happy,2004,33,male,divorced,lt high school,average,good,0.4592
NA,2004,31,male,married,high school,NA,NA,0.9184
pretty happy,2004,31,male,never married,lt high school,below average,NA,0.9184
very happy,2004,75,male,married,high school,average,NA,1.8368
pretty happy,2004,25,female,never married,high school,average,good,1.8368
very happy,2004,59,female,separated,graduate,above average,good,0.4592
NA,2004,21,female,never married,high school,NA,good,0.4592
very happy,2004,55,female,married,lt high school,average,good,0.9184
very happy,2004,28,female,never married,bachelor,far below average,good,0.4592
pretty happy,2004,57,female,married,lt high school,below average,NA,0.9184
NA,2004,66,female,divorced,high school,NA,NA,0.4592
pretty happy,2004,61,male,married,bachelor,above average,good,0.4592
pretty happy,2004,55,male,married,high school,average,good,1.3776
NA,2004,39,male,divorced,bachelor,NA,NA,0.4592
not too happy,2004,33,male,divorced,high school,below average,good,0.9184
pretty happy,2004,41,female,divorced,high school,average,NA,0.9184
NA,2004,85,male,widowed,lt high school,NA,NA,0.4592
NA,2004,51,male,divorced,junior college,NA,good,0.4592
NA,2004,21,female,never married,high school,NA,NA,1.8368
NA,2004,76,female,widowed,high school,NA,NA,0.9184
very happy,2004,50,female,married,high school,average,fair,2.7551
NA,2004,70,female,widowed,lt high school,NA,NA,0.4592
NA,2004,36,male,married,high school,NA,NA,1.8368
pretty happy,2004,59,male,divorced,lt high school,average,NA,1.3776
pretty happy,2004,44,male,divorced,lt high school,average,NA,0.4592
pretty happy,2004,50,female,widowed,high school,above average,good,0.9184
NA,2004,83,female,widowed,high school,NA,NA,0.4592
pretty happy,2004,46,male,married,high school,average,fair,0.9184
NA,2004,34,female,married,high school,NA,NA,0.9184
pretty happy,2004,74,female,widowed,junior college,average,good,0.9184
NA,2004,43,male,married,bachelor,NA,NA,1.8368
NA,2004,24,female,never married,high school,NA,NA,1.8368
pretty happy,2004,67,male,married,bachelor,above average,good,0.9184
NA,2004,40,female,never married,high school,NA,NA,0.4592
NA,2004,33,female,divorced,junior college,NA,NA,0.9184
pretty happy,2004,27,male,married,bachelor,below average,good,0.9184
NA,2004,76,female,widowed,lt high school,NA,NA,0.4592
NA,2004,75,female,widowed,high school,NA,NA,0.4592
pretty happy,2004,62,female,married,high school,average,good,1.8368
NA,2004,45,female,married,graduate,NA,NA,1.8368
NA,2004,51,female,married,bachelor,NA,NA,1.3776
pretty happy,2004,49,male,married,high school,above average,NA,1.3776
very happy,2004,41,male,married,high school,far below average,good,0.9184
NA,2004,40,female,married,junior college,NA,excellent,0.9617
pretty happy,2004,58,female,married,high school,average,NA,0.9617
pretty happy,2004,40,female,married,high school,average,excellent,0.9617
NA,2004,56,female,married,lt high school,NA,NA,0.9617
NA,2004,54,male,married,high school,NA,good,1.9234
very happy,2004,24,male,never married,bachelor,above average,excellent,1.9234
NA,2004,80,male,married,lt high school,NA,fair,1.9234
NA,2004,40,female,married,high school,NA,NA,0.9617
NA,2004,60,male,married,high school,NA,NA,0.9617
NA,2004,83,female,married,bachelor,NA,NA,0.9617
very happy,2004,65,female,married,bachelor,average,NA,0.9617
very happy,2004,54,male,married,bachelor,above average,excellent,0.9617
pretty happy,2004,58,female,married,high school,NA,excellent,0.9617
pretty happy,2004,45,female,married,graduate,above average,NA,0.9617
pretty happy,2004,30,female,married,high school,average,good,1.9234
NA,2004,44,male,married,bachelor,NA,NA,0.9617
NA,2004,43,male,divorced,high school,NA,NA,0.9617
NA,2004,69,male,married,graduate,NA,excellent,1.9234
pretty happy,2004,61,male,married,bachelor,average,good,0.9617
NA,2004,26,female,married,high school,NA,NA,0.9617
pretty happy,2004,37,male,married,high school,below average,good,0.9617
NA,2004,18,male,never married,high school,NA,NA,1.4425
NA,2004,23,male,never married,high school,NA,good,1.9234
very happy,2004,58,male,married,graduate,above average,good,0.9617
very happy,2004,35,male,married,bachelor,above average,NA,1.834
very happy,2004,50,male,married,graduate,average,excellent,0.9617
NA,2004,26,male,married,high school,NA,NA,0.9617
pretty happy,2004,51,female,married,graduate,below average,excellent,0.9617
very happy,2004,78,female,widowed,high school,average,NA,0.9617
pretty happy,2004,28,female,married,lt high school,below average,fair,1.4425
NA,2004,42,female,married,bachelor,NA,excellent,1.9234
pretty happy,2004,43,male,married,high school,average,NA,0.9617
pretty happy,2004,79,female,divorced,high school,below average,good,0.4808
NA,2004,89,female,widowed,high school,NA,good,0.9617
not too happy,2004,76,female,divorced,high school,below average,excellent,0.4808
very happy,2004,43,female,married,graduate,average,NA,1.9234
pretty happy,2004,88,female,widowed,bachelor,average,good,0.4808
pretty happy,2004,24,female,never married,high school,average,good,1.9234
NA,2004,65,female,widowed,junior college,NA,NA,0.9617
NA,2004,47,female,widowed,graduate,NA,NA,0.9617
not too happy,2004,51,male,married,high school,above average,fair,0.9617
pretty happy,2004,47,female,married,high school,average,NA,0.9617
NA,2004,66,female,married,graduate,NA,excellent,0.9617
NA,2004,58,male,married,graduate,NA,NA,1.4425
very happy,2004,42,female,married,junior college,average,excellent,0.9617
pretty happy,2004,69,female,married,high school,below average,excellent,0.9617
NA,2004,63,female,married,high school,NA,NA,1.9234
NA,2004,40,male,married,high school,NA,excellent,0.9617
pretty happy,2004,52,male,married,junior college,average,excellent,0.9617
NA,2004,46,male,married,high school,NA,NA,0.9617
NA,2004,54,female,married,high school,NA,NA,0.9617
NA,2004,47,male,married,bachelor,NA,NA,0.9617
very happy,2004,37,male,married,graduate,above average,good,0.9617
very happy,2004,44,male,married,graduate,above average,excellent,1.4425
